"Data_Status","State","MSN","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013"
"2013F","CT","SOCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","CT","SOHCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","66","71","75","79","136","154","191","204","238","274","271","320","392","439","507","648","799","959","1156","1382","1683","2043","2242","2817"
"2013F","CT","SOICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","CT","TEPFB","145226","151619","162116","170547","169527","164403","173829","177750","186962","190142","203257","208630","206349","216824","207835","211934","211381","215502","225073","229121","222850","223062","221218","219616","225068","228115","239399","236412","236741","240465","272849","240437","234061","255466","242672","230680","216648","243809","217361","202014","208984","188169","197172","198220"
"2013F","CT","TERFB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","CT","TETCB","694004","682668","717707","743181","714248","689651","742265","748286","768902","755772","728307","695862","696822","688492","715162","723129","739790","763578","795530","811361","768285","767359","800879","789650","791322","774279","813075","803430","782824","825906","865112","830313","816441","895278","907899","864282","810851","842881","777309","761732","759694","735408","722984","748122"
"2013F","CT","TNSCB","548778","531050","555591","572634","544721","525248","568436","570536","581940","565630","525197","488856","491580","471967","507567","511541","528712","548246","570706","582482","545535","544427","579698","570121","566280","546228","573718","567049","546111","585466","592280","589881","582383","639853","665350","633773","594255","599072","559948","559718","550710","547238","525811","549902"
"2013F","CT","WDRSB","2460","2391","2460","2350","2453","2652","2961","3257","3951","4425","8822","8064","7314","8955","6022","6204","5651","4046","4318","4366","5852","6135","6436","6677","6338","6338","6582","4724","4198","4309","4640","3682","3738","3934","4033","1501","1331","1471","1646","3573","3120","3191","2978","4112"
"2013F","CT","WDRXB","3698","3594","3698","3532","3687","3987","4452","4896","5939","6652","13262","12122","10994","13461","9053","9326","8495","6083","6491","6563","3805","3989","4185","4341","4121","4121","4279","3072","2730","2801","3017","2394","2430","2558","2622","976","865","956","1070","2323","2028","2074","1936","2674"
"2013F","CT","WWCSB","46","45","47","45","46","50","56","62","75","84","219","194","166","203","135","147","166","138","152","354","640","668","704","899","861","869","3404","3018","3203","4267","776","648","664","691","675","241","223","237","250","505","498","480","420","1213"
